NOC,INDICATOR,SUBJECT,MEASURE,FREQUENCY,Year,Value,Flag Codes
SVK,POP,MEN,MLN_PER,A,1971,2.24945,
SVK,POP,MEN,MLN_PER,A,1972,2.266909,
SVK,POP,MEN,MLN_PER,A,1973,2.287854,
SVK,POP,MEN,MLN_PER,A,1974,2.311796,
SVK,POP,MEN,MLN_PER,A,1975,2.33464,
SVK,POP,MEN,MLN_PER,A,1976,2.358581,
SVK,POP,MEN,MLN_PER,A,1977,2.383408,
SVK,POP,MEN,MLN_PER,A,1978,2.407722,
SVK,POP,MEN,MLN_PER,A,1979,2.430767,
SVK,POP,MEN,MLN_PER,A,1980,2.451661,
SVK,POP,MEN,MLN_PER,A,1981,2.46511,
SVK,POP,MEN,MLN_PER,A,1982,2.482511,
SVK,POP,MEN,MLN_PER,A,1983,2.499515,
SVK,POP,MEN,MLN_PER,A,1984,2.515989,
SVK,POP,MEN,MLN_PER,A,1985,2.531431,
SVK,POP,MEN,MLN_PER,A,1986,2.545398,
SVK,POP,MEN,MLN_PER,A,1987,2.559329,
SVK,POP,MEN,MLN_PER,A,1988,2.57117,
SVK,POP,MEN,MLN_PER,A,1989,2.582014,
SVK,POP,MEN,MLN_PER,A,1990,2.590571,
SVK,POP,MEN,MLN_PER,A,1991,2.577971,
SVK,POP,MEN,MLN_PER,A,1992,2.587606,
SVK,POP,MEN,MLN_PER,A,1993,2.594672,
SVK,POP,MEN,MLN_PER,A,1994,2.604994,
SVK,POP,MEN,MLN_PER,A,1995,2.612229,
SVK,POP,MEN,MLN_PER,A,1996,2.616334,
SVK,POP,MEN,MLN_PER,A,1997,2.620329,
SVK,POP,MEN,MLN_PER,A,1998,2.623086,
SVK,POP,MEN,MLN_PER,A,1999,2.62408,
SVK,POP,MEN,MLN_PER,A,2000,2.625691,
SVK,POP,MEN,MLN_PER,A,2001,2.612684,
SVK,POP,MEN,MLN_PER,A,2002,2.611452,
SVK,POP,MEN,MLN_PER,A,2003,2.610872,
SVK,POP,MEN,MLN_PER,A,2004,2.612313,
SVK,POP,MEN,MLN_PER,A,2005,2.614912,
SVK,POP,MEN,MLN_PER,A,2006,2.616924,
SVK,POP,MEN,MLN_PER,A,2007,2.621095,
SVK,POP,MEN,MLN_PER,A,2008,2.626895,
SVK,POP,MEN,MLN_PER,A,2009,2.633428,
SVK,POP,MEN,MLN_PER,A,2010,2.639896,
SVK,POP,MEN,MLN_PER,A,2011,2.6284625,
SVK,POP,MEN,MLN_PER,A,2012,2.6338655,
SVK,POP,MEN,MLN_PER,A,2013,2.6375195,
SVK,POP,MEN,MLN_PER,A,2014,2.640694,
SVK,POP,MEN,MLN_PER,A,2015,2.644205,
SVK,POP,MEN,MLN_PER,A,2016,2.648883,
SVK,POP,MEN,MLN_PER,A,2017,2.654099,
SVK,POP,MEN,MLN_PER,A,2018,2.6587955,
SVK,POP,MEN,MLN_PER,A,2019,2.6632135,
SVK,POP,MEN,MLN_PER,A,2020,2.665918,
SVK,POP,TOT,MLN_PER,A,1950,3.463446,
SVK,POP,TOT,MLN_PER,A,1951,3.508698,
SVK,POP,TOT,MLN_PER,A,1952,3.558137,
SVK,POP,TOT,MLN_PER,A,1953,3.598761,
SVK,POP,TOT,MLN_PER,A,1954,3.661437,
SVK,POP,TOT,MLN_PER,A,1955,3.726601,
SVK,POP,TOT,MLN_PER,A,1956,3.787111,
SVK,POP,TOT,MLN_PER,A,1957,3.844277,
SVK,POP,TOT,MLN_PER,A,1958,3.899751,
SVK,POP,TOT,MLN_PER,A,1959,3.946039,
SVK,POP,TOT,MLN_PER,A,1960,3.99427,
SVK,POP,TOT,MLN_PER,A,1961,4.191977,
SVK,POP,TOT,MLN_PER,A,1962,4.238056,
SVK,POP,TOT,MLN_PER,A,1963,4.282865,
SVK,POP,TOT,MLN_PER,A,1964,4.327949,
SVK,POP,TOT,MLN_PER,A,1965,4.373595,
SVK,POP,TOT,MLN_PER,A,1966,4.413853,
SVK,POP,TOT,MLN_PER,A,1967,4.45088,
SVK,POP,TOT,MLN_PER,A,1968,4.483656,
SVK,POP,TOT,MLN_PER,A,1969,4.518773,
SVK,POP,TOT,MLN_PER,A,1970,4.528459,
SVK,POP,TOT,MLN_PER,A,1971,4.559341,
SVK,POP,TOT,MLN_PER,A,1972,4.59633,
SVK,POP,TOT,MLN_PER,A,1973,4.640673,
SVK,POP,TOT,MLN_PER,A,1974,4.691014,
SVK,POP,TOT,MLN_PER,A,1975,4.739301,
SVK,POP,TOT,MLN_PER,A,1976,4.789452,
SVK,POP,TOT,MLN_PER,A,1977,4.840819,
SVK,POP,TOT,MLN_PER,A,1978,4.891673,
SVK,POP,TOT,MLN_PER,A,1979,4.940223,
SVK,POP,TOT,MLN_PER,A,1980,4.984331,
SVK,POP,TOT,MLN_PER,A,1981,5.017032,
SVK,POP,TOT,MLN_PER,A,1982,5.05477,
SVK,POP,TOT,MLN_PER,A,1983,5.091537,
SVK,POP,TOT,MLN_PER,A,1984,5.127719,
SVK,POP,TOT,MLN_PER,A,1985,5.161789,
SVK,POP,TOT,MLN_PER,A,1986,5.192789,
SVK,POP,TOT,MLN_PER,A,1987,5.223609,
SVK,POP,TOT,MLN_PER,A,1988,5.25112,
SVK,POP,TOT,MLN_PER,A,1989,5.276186,
SVK,POP,TOT,MLN_PER,A,1990,5.297774,
SVK,POP,TOT,MLN_PER,A,1991,5.283404,
SVK,POP,TOT,MLN_PER,A,1992,5.306539,
SVK,POP,TOT,MLN_PER,A,1993,5.324632,
SVK,POP,TOT,MLN_PER,A,1994,5.347413,
SVK,POP,TOT,MLN_PER,A,1995,5.363676,
SVK,POP,TOT,MLN_PER,A,1996,5.373793,
SVK,POP,TOT,MLN_PER,A,1997,5.383233,
SVK,POP,TOT,MLN_PER,A,1998,5.390866,
SVK,POP,TOT,MLN_PER,A,1999,5.395324,
SVK,POP,TOT,MLN_PER,A,2000,5.400679,
SVK,POP,TOT,MLN_PER,A,2001,5.37978,
SVK,POP,TOT,MLN_PER,A,2002,5.378809,
SVK,POP,TOT,MLN_PER,A,2003,5.37895,
SVK,POP,TOT,MLN_PER,A,2004,5.382574,
SVK,POP,TOT,MLN_PER,A,2005,5.387285,
SVK,POP,TOT,MLN_PER,A,2006,5.391184,
SVK,POP,TOT,MLN_PER,A,2007,5.397766,
SVK,POP,TOT,MLN_PER,A,2008,5.406972,
SVK,POP,TOT,MLN_PER,A,2009,5.418374,
SVK,POP,TOT,MLN_PER,A,2010,5.431024,
SVK,POP,TOT,MLN_PER,A,2011,5.398384,
SVK,POP,TOT,MLN_PER,A,2012,5.407579,
SVK,POP,TOT,MLN_PER,A,2013,5.4133925,
SVK,POP,TOT,MLN_PER,A,2014,5.418649,
SVK,POP,TOT,MLN_PER,A,2015,5.4238005,
SVK,POP,TOT,MLN_PER,A,2016,5.4307975,
SVK,POP,TOT,MLN_PER,A,2017,5.4392315,
SVK,POP,TOT,MLN_PER,A,2018,5.4467705,
SVK,POP,TOT,MLN_PER,A,2019,5.454147,
SVK,POP,TOT,MLN_PER,A,2020,5.458827,
SVK,POP,WOMEN,MLN_PER,A,1950,1784.476,
SVK,POP,WOMEN,MLN_PER,A,1951,1808.563,
SVK,POP,WOMEN,MLN_PER,A,1952,1833.862,
SVK,POP,WOMEN,MLN_PER,A,1953,1854.587,
SVK,POP,WOMEN,MLN_PER,A,1954,1881.947,
SVK,POP,WOMEN,MLN_PER,A,1955,1911.075,
SVK,POP,WOMEN,MLN_PER,A,1956,1939.866,
SVK,POP,WOMEN,MLN_PER,A,1957,1967.338,
SVK,POP,WOMEN,MLN_PER,A,1958,1994.174,
SVK,POP,WOMEN,MLN_PER,A,1959,2016.725,
SVK,POP,WOMEN,MLN_PER,A,1960,2040.259,
SVK,POP,WOMEN,MLN_PER,A,1961,2119.003,
SVK,POP,WOMEN,MLN_PER,A,1962,2141.69,
SVK,POP,WOMEN,MLN_PER,A,1963,2164.074,
SVK,POP,WOMEN,MLN_PER,A,1964,2187.101,
SVK,POP,WOMEN,MLN_PER,A,1965,2210.039,
SVK,POP,WOMEN,MLN_PER,A,1966,2230.964,
SVK,POP,WOMEN,MLN_PER,A,1967,2250.369,
SVK,POP,WOMEN,MLN_PER,A,1968,2267.461,
SVK,POP,WOMEN,MLN_PER,A,1969,2285.902,
SVK,POP,WOMEN,MLN_PER,A,1970,2294.129,
SVK,POP,WOMEN,MLN_PER,A,1971,2309.891,
SVK,POP,WOMEN,MLN_PER,A,1972,2329.421,
SVK,POP,WOMEN,MLN_PER,A,1973,2352.819,
SVK,POP,WOMEN,MLN_PER,A,1974,2379.218,
SVK,POP,WOMEN,MLN_PER,A,1975,2404.661,
SVK,POP,WOMEN,MLN_PER,A,1976,2430.871,
SVK,POP,WOMEN,MLN_PER,A,1977,2457.411,
SVK,POP,WOMEN,MLN_PER,A,1978,2483.951,
SVK,POP,WOMEN,MLN_PER,A,1979,2509.456,
SVK,POP,WOMEN,MLN_PER,A,1980,2532.67,
SVK,POP,WOMEN,MLN_PER,A,1981,2551.922,
SVK,POP,WOMEN,MLN_PER,A,1982,2572.259,
SVK,POP,WOMEN,MLN_PER,A,1983,2592.022,
SVK,POP,WOMEN,MLN_PER,A,1984,2611.73,
SVK,POP,WOMEN,MLN_PER,A,1985,2630.358,
SVK,POP,WOMEN,MLN_PER,A,1986,2647.391,
SVK,POP,WOMEN,MLN_PER,A,1987,2664.28,
SVK,POP,WOMEN,MLN_PER,A,1988,2679.95,
SVK,POP,WOMEN,MLN_PER,A,1989,2694.172,
SVK,POP,WOMEN,MLN_PER,A,1990,2707.203,
SVK,POP,WOMEN,MLN_PER,A,1991,2705.433,
SVK,POP,WOMEN,MLN_PER,A,1992,2718.933,
SVK,POP,WOMEN,MLN_PER,A,1993,2729.96,
SVK,POP,WOMEN,MLN_PER,A,1994,2742.419,
SVK,POP,WOMEN,MLN_PER,A,1995,2751.447,
SVK,POP,WOMEN,MLN_PER,A,1996,2757.459,
SVK,POP,WOMEN,MLN_PER,A,1997,2762.904,
SVK,POP,WOMEN,MLN_PER,A,1998,2767.78,
SVK,POP,WOMEN,MLN_PER,A,1999,2771.244,
SVK,POP,WOMEN,MLN_PER,A,2000,2774.988,
SVK,POP,WOMEN,MLN_PER,A,2001,2767.096,
SVK,POP,WOMEN,MLN_PER,A,2002,2767.357,
SVK,POP,WOMEN,MLN_PER,A,2003,2768.078,
SVK,POP,WOMEN,MLN_PER,A,2004,2770.261,
SVK,POP,WOMEN,MLN_PER,A,2005,2772.373,
SVK,POP,WOMEN,MLN_PER,A,2006,2774.26,
SVK,POP,WOMEN,MLN_PER,A,2007,2776.671,
SVK,POP,WOMEN,MLN_PER,A,2008,2780.077,
SVK,POP,WOMEN,MLN_PER,A,2009,2784.946,
SVK,POP,WOMEN,MLN_PER,A,2010,2791.128,
SVK,POP,WOMEN,MLN_PER,A,2011,2769.9215,
SVK,POP,WOMEN,MLN_PER,A,2012,2773.7135,
SVK,POP,WOMEN,MLN_PER,A,2013,2775.873,
SVK,POP,WOMEN,MLN_PER,A,2014,2777.955,
SVK,POP,WOMEN,MLN_PER,A,2015,2779.5955,
SVK,POP,WOMEN,MLN_PER,A,2016,2781.9145,
SVK,POP,WOMEN,MLN_PER,A,2017,2785.1325,
SVK,POP,WOMEN,MLN_PER,A,2018,2787.975,
SVK,POP,WOMEN,MLN_PER,A,2019,2790.9335,
SVK,POP,WOMEN,MLN_PER,A,2020,2792.909,
ESP,POP,TOT,AGRWTH,A,1951,0.533977272,
ESP,POP,TOT,AGRWTH,A,1952,0.635773976,
ESP,POP,TOT,AGRWTH,A,1953,0.708922026,
ESP,POP,TOT,AGRWTH,A,1954,0.7610114,
ESP,POP,TOT,AGRWTH,A,1955,0.799430578,
ESP,POP,TOT,AGRWTH,A,1956,0.832015073,
ESP,POP,TOT,AGRWTH,A,1957,0.86564123,
ESP,POP,TOT,AGRWTH,A,1958,0.906066845,
ESP,POP,TOT,AGRWTH,A,1959,0.95690525,
ESP,POP,TOT,AGRWTH,A,1960,1.016182006,
ESP,POP,TOT,AGRWTH,A,1961,1.076352065,
ESP,POP,TOT,AGRWTH,A,1962,0.955806526,
ESP,POP,TOT,AGRWTH,A,1963,0.880900544,
ESP,POP,TOT,AGRWTH,A,1964,0.998649983,
ESP,POP,TOT,AGRWTH,A,1965,1.091761432,
ESP,POP,TOT,AGRWTH,A,1966,1.029288961,
ESP,POP,TOT,AGRWTH,A,1967,1.238269671,
ESP,POP,TOT,AGRWTH,A,1968,1.316246053,
ESP,POP,TOT,AGRWTH,A,1969,0.990298865,
ESP,POP,TOT,AGRWTH,A,1970,0.932279228,
ESP,POP,TOT,AGRWTH,A,1971,1.373088315,
ESP,POP,TOT,AGRWTH,A,1972,1.038803933,
ESP,POP,TOT,AGRWTH,A,1973,1.011760655,
ESP,POP,TOT,AGRWTH,A,1974,1.048239713,
ESP,POP,TOT,AGRWTH,A,1975,1.133986092,
ESP,POP,TOT,AGRWTH,A,1976,1.205795922,
ESP,POP,TOT,AGRWTH,A,1977,1.234283648,
ESP,POP,TOT,AGRWTH,A,1978,1.114863939,
ESP,POP,TOT,AGRWTH,A,1979,0.858864934,
ESP,POP,TOT,AGRWTH,A,1980,0.638003062,
ESP,POP,TOT,AGRWTH,A,1981,0.633004406,
ESP,POP,TOT,AGRWTH,A,1982,0.589575521,
ESP,POP,TOT,AGRWTH,A,1983,0.455825697,
ESP,POP,TOT,AGRWTH,A,1984,0.432337167,
ESP,POP,TOT,AGRWTH,A,1985,0.369941546,
ESP,POP,TOT,AGRWTH,A,1986,0.272742693,
ESP,POP,TOT,AGRWTH,A,1987,0.286169161,
ESP,POP,TOT,AGRWTH,A,1988,0.211944361,
ESP,POP,TOT,AGRWTH,A,1989,0.147223063,
ESP,POP,TOT,AGRWTH,A,1990,0.10161927,
ESP,POP,TOT,AGRWTH,A,1991,0.207908596,
ESP,POP,TOT,AGRWTH,A,1992,0.529813576,
ESP,POP,TOT,AGRWTH,A,1993,0.531680594,
ESP,POP,TOT,AGRWTH,A,1994,0.486001122,
ESP,POP,TOT,AGRWTH,A,1995,0.433763544,
ESP,POP,TOT,AGRWTH,A,1996,0.416303122,
ESP,POP,TOT,AGRWTH,A,1997,0.41552246,
ESP,POP,TOT,AGRWTH,A,1998,0.409718119,
ESP,POP,TOT,AGRWTH,A,1999,0.386931777,
ESP,POP,TOT,AGRWTH,A,2000,0.457571275,
ESP,POP,TOT,AGRWTH,A,2001,0.52192134,
ESP,POP,TOT,AGRWTH,A,2002,1.612790585,
ESP,POP,TOT,AGRWTH,A,2003,1.865391932,
ESP,POP,TOT,AGRWTH,A,2004,1.571090555,
ESP,POP,TOT,AGRWTH,A,2005,1.87460691,
ESP,POP,TOT,AGRWTH,A,2006,1.598410979,
ESP,POP,TOT,AGRWTH,A,2007,1.973563385,
ESP,POP,TOT,AGRWTH,A,2008,1.651704249,
ESP,POP,TOT,AGRWTH,A,2009,0.835916724,
ESP,POP,TOT,AGRWTH,A,2010,0.420408238,
ESP,POP,TOT,AGRWTH,A,2011,0.373206042,
ESP,POP,TOT,AGRWTH,A,2012,0.064502384,
ESP,POP,TOT,AGRWTH,A,2013,-0.370280776,
ESP,POP,TOT,AGRWTH,A,2014,-0.296422854,
ESP,POP,TOT,AGRWTH,A,2015,-0.096811712,
ESP,POP,TOT,AGRWTH,A,2016,0.085595502,
ESP,POP,TOT,AGRWTH,A,2017,0.17867648,
ESP,POP,TOT,AGRWTH,A,2018,0.421089445,
ESP,POP,TOT,AGRWTH,A,2019,0.805806884,
ESP,POP,TOT,AGRWTH,A,2020,0.522677272,
ESP,POP,MEN,MLN_PER,A,1950,13.507071,
ESP,POP,MEN,MLN_PER,A,1951,13.590359,
ESP,POP,MEN,MLN_PER,A,1952,13.689305,
ESP,POP,MEN,MLN_PER,A,1953,13.79989,
ESP,POP,MEN,MLN_PER,A,1954,13.919102,
ESP,POP,MEN,MLN_PER,A,1955,14.044875,
ESP,POP,MEN,MLN_PER,A,1956,14.176207,
ESP,POP,MEN,MLN_PER,A,1957,14.313049,
ESP,POP,MEN,MLN_PER,A,1958,14.456205,
ESP,POP,MEN,MLN_PER,A,1959,14.607057,
ESP,POP,MEN,MLN_PER,A,1960,14.766837,
ESP,POP,MEN,MLN_PER,A,1961,14.935822,
ESP,POP,MEN,MLN_PER,A,1962,15.098045,
ESP,POP,MEN,MLN_PER,A,1963,15.243358,
ESP,POP,MEN,MLN_PER,A,1964,15.408475,
ESP,POP,MEN,MLN_PER,A,1965,15.59022,
ESP,POP,MEN,MLN_PER,A,1966,15.779275,
ESP,POP,MEN,MLN_PER,A,1967,15.978859,
ESP,POP,MEN,MLN_PER,A,1968,16.17425,
ESP,POP,MEN,MLN_PER,A,1969,16.339845,
ESP,POP,MEN,MLN_PER,A,1970,16.498076,
ESP,POP,MEN,MLN_PER,A,1971,16.727381,
ESP,POP,MEN,MLN_PER,A,1972,16.90055,
ESP,POP,MEN,MLN_PER,A,1973,17.071738,
ESP,POP,MEN,MLN_PER,A,1974,17.252049,
ESP,POP,MEN,MLN_PER,A,1975,17.449275,
ESP,POP,MEN,MLN_PER,A,1976,17.666253,
ESP,POP,MEN,MLN_PER,A,1977,17.90243,
ESP,POP,MEN,MLN_PER,A,1978,18.114672,
ESP,POP,MEN,MLN_PER,A,1979,18.275707,
ESP,POP,MEN,MLN_PER,A,1980,18.405534,
ESP,POP,MEN,MLN_PER,A,1981,18.532874,
ESP,POP,MEN,MLN_PER,A,1982,18.64448,
ESP,POP,MEN,MLN_PER,A,1983,18.730311,
ESP,POP,MEN,MLN_PER,A,1984,18.810578,
ESP,POP,MEN,MLN_PER,A,1985,18.876875,
ESP,POP,MEN,MLN_PER,A,1986,18.925182,
ESP,POP,MEN,MLN_PER,A,1987,18.974705,
ESP,POP,MEN,MLN_PER,A,1988,19.008691,
ESP,POP,MEN,MLN_PER,A,1989,19.029472,
ESP,POP,MEN,MLN_PER,A,1990,19.038475,
ESP,POP,MEN,MLN_PER,A,1991,19.071305,
ESP,POP,MEN,MLN_PER,A,1992,19.174451,
ESP,POP,MEN,MLN_PER,A,1993,19.27747,
ESP,POP,MEN,MLN_PER,A,1994,19.372716,
ESP,POP,MEN,MLN_PER,A,1995,19.456911,
ESP,POP,MEN,MLN_PER,A,1996,19.537708,
ESP,POP,MEN,MLN_PER,A,1997,19.618845,
ESP,POP,MEN,MLN_PER,A,1998,19.699794,
ESP,POP,MEN,MLN_PER,A,1999,19.777139,
ESP,POP,MEN,MLN_PER,A,2000,19.868636,
ESP,POP,MEN,MLN_PER,A,2001,19.973044,
ESP,POP,MEN,MLN_PER,A,2002,20.326854,
ESP,POP,MEN,MLN_PER,A,2003,20.737999,
ESP,POP,MEN,MLN_PER,A,2004,21.093052,
ESP,POP,MEN,MLN_PER,A,2005,21.541965,
ESP,POP,MEN,MLN_PER,A,2006,21.900709,
ESP,POP,MEN,MLN_PER,A,2007,22.362074,
ESP,POP,MEN,MLN_PER,A,2008,22.756864,
ESP,POP,MEN,MLN_PER,A,2009,22.934502,
ESP,POP,MEN,MLN_PER,A,2010,23.00858,
ESP,POP,MEN,MLN_PER,A,2011,23.073274,
ESP,POP,MEN,MLN_PER,A,2012,23.055722,
ESP,POP,MEN,MLN_PER,A,2013,22.93375,
ESP,POP,MEN,MLN_PER,A,2014,22.840091,
ESP,POP,MEN,MLN_PER,A,2015,22.800864,
ESP,POP,MEN,MLN_PER,A,2016,22.80523,
ESP,POP,MEN,MLN_PER,A,2017,22.829748,
ESP,POP,MEN,MLN_PER,A,2018,22.911649,
ESP,POP,MEN,MLN_PER,A,2019,23.091898,
ESP,POP,MEN,MLN_PER,A,2020,23.206752,
ESP,POP,TOT,MLN_PER,A,1950,28.069734,
ESP,POP,TOT,MLN_PER,A,1951,28.21962,
ESP,POP,TOT,MLN_PER,A,1952,28.399033,
ESP,POP,TOT,MLN_PER,A,1953,28.60036,
ESP,POP,TOT,MLN_PER,A,1954,28.818012,
ESP,POP,TOT,MLN_PER,A,1955,29.048392,
ESP,POP,TOT,MLN_PER,A,1956,29.290079,
ESP,POP,TOT,MLN_PER,A,1957,29.543626,
ESP,POP,TOT,MLN_PER,A,1958,29.811311,
ESP,POP,TOT,MLN_PER,A,1959,30.096577,
ESP,POP,TOT,MLN_PER,A,1960,30.402413,
ESP,POP,TOT,MLN_PER,A,1961,30.72965,
ESP,POP,TOT,MLN_PER,A,1962,31.023366,
ESP,POP,TOT,MLN_PER,A,1963,31.296651,
ESP,POP,TOT,MLN_PER,A,1964,31.609195,
ESP,POP,TOT,MLN_PER,A,1965,31.954292,
ESP,POP,TOT,MLN_PER,A,1966,32.283194,
ESP,POP,TOT,MLN_PER,A,1967,32.682947,
ESP,POP,TOT,MLN_PER,A,1968,33.113135,
ESP,POP,TOT,MLN_PER,A,1969,33.441054,
ESP,POP,TOT,MLN_PER,A,1970,33.752818,
ESP,POP,TOT,MLN_PER,A,1971,34.216274,
ESP,POP,TOT,MLN_PER,A,1972,34.571714,
ESP,POP,TOT,MLN_PER,A,1973,34.921497,
ESP,POP,TOT,MLN_PER,A,1974,35.287558,
ESP,POP,TOT,MLN_PER,A,1975,35.687714,
ESP,POP,TOT,MLN_PER,A,1976,36.118035,
ESP,POP,TOT,MLN_PER,A,1977,36.563834,
ESP,POP,TOT,MLN_PER,A,1978,36.971471,
ESP,POP,TOT,MLN_PER,A,1979,37.289006,
ESP,POP,TOT,MLN_PER,A,1980,37.526911,
ESP,POP,TOT,MLN_PER,A,1981,37.764458,
ESP,POP,TOT,MLN_PER,A,1982,37.987108,
ESP,POP,TOT,MLN_PER,A,1983,38.160263,
ESP,POP,TOT,MLN_PER,A,1984,38.325244,
ESP,POP,TOT,MLN_PER,A,1985,38.467025,
ESP,POP,TOT,MLN_PER,A,1986,38.571941,
ESP,POP,TOT,MLN_PER,A,1987,38.682322,
ESP,POP,TOT,MLN_PER,A,1988,38.764307,
ESP,POP,TOT,MLN_PER,A,1989,38.821377,
ESP,POP,TOT,MLN_PER,A,1990,38.860827,
ESP,POP,TOT,MLN_PER,A,1991,38.941622,
ESP,POP,TOT,MLN_PER,A,1992,39.14794,
ESP,POP,TOT,MLN_PER,A,1993,39.356082,
ESP,POP,TOT,MLN_PER,A,1994,39.547353,
ESP,POP,TOT,MLN_PER,A,1995,39.718895,
ESP,POP,TOT,MLN_PER,A,1996,39.884246,
ESP,POP,TOT,MLN_PER,A,1997,40.049974,
ESP,POP,TOT,MLN_PER,A,1998,40.214066,
ESP,POP,TOT,MLN_PER,A,1999,40.369667,
ESP,POP,TOT,MLN_PER,A,2000,40.554387,
ESP,POP,TOT,MLN_PER,A,2001,40.766049,
ESP,POP,TOT,MLN_PER,A,2002,41.42352,
ESP,POP,TOT,MLN_PER,A,2003,42.196231,
ESP,POP,TOT,MLN_PER,A,2004,42.859172,
ESP,POP,TOT,MLN_PER,A,2005,43.662613,
ESP,POP,TOT,MLN_PER,A,2006,44.360521,
ESP,POP,TOT,MLN_PER,A,2007,45.236004,
ESP,POP,TOT,MLN_PER,A,2008,45.983169,
ESP,POP,TOT,MLN_PER,A,2009,46.36755,
ESP,POP,TOT,MLN_PER,A,2010,46.562483,
ESP,POP,TOT,MLN_PER,A,2011,46.736257,
ESP,POP,TOT,MLN_PER,A,2012,46.766403,
ESP,POP,TOT,MLN_PER,A,2013,46.593236,
ESP,POP,TOT,MLN_PER,A,2014,46.455123,
ESP,POP,TOT,MLN_PER,A,2015,46.410149,
ESP,POP,TOT,MLN_PER,A,2016,46.449874,
ESP,POP,TOT,MLN_PER,A,2017,46.532869,
ESP,POP,TOT,MLN_PER,A,2018,46.728814,
ESP,POP,TOT,MLN_PER,A,2019,47.105358,
ESP,POP,TOT,MLN_PER,A,2020,47.351567,
ESP,POP,WOMEN,MLN_PER,A,1950,14562.663,
ESP,POP,WOMEN,MLN_PER,A,1951,14629.261,
ESP,POP,WOMEN,MLN_PER,A,1952,14709.728,
ESP,POP,WOMEN,MLN_PER,A,1953,14800.47,
ESP,POP,WOMEN,MLN_PER,A,1954,14898.91,
ESP,POP,WOMEN,MLN_PER,A,1955,15003.517,
ESP,POP,WOMEN,MLN_PER,A,1956,15113.872,
ESP,POP,WOMEN,MLN_PER,A,1957,15230.577,
ESP,POP,WOMEN,MLN_PER,A,1958,15355.106,
ESP,POP,WOMEN,MLN_PER,A,1959,15489.52,
ESP,POP,WOMEN,MLN_PER,A,1960,15635.576,
ESP,POP,WOMEN,MLN_PER,A,1961,15793.828,
ESP,POP,WOMEN,MLN_PER,A,1962,15925.321,
ESP,POP,WOMEN,MLN_PER,A,1963,16053.293,
ESP,POP,WOMEN,MLN_PER,A,1964,16200.72,
ESP,POP,WOMEN,MLN_PER,A,1965,16364.072,
ESP,POP,WOMEN,MLN_PER,A,1966,16503.919,
ESP,POP,WOMEN,MLN_PER,A,1967,16704.088,
ESP,POP,WOMEN,MLN_PER,A,1968,16938.885,
ESP,POP,WOMEN,MLN_PER,A,1969,17101.209,
ESP,POP,WOMEN,MLN_PER,A,1970,17254.742,
ESP,POP,WOMEN,MLN_PER,A,1971,17488.893,
ESP,POP,WOMEN,MLN_PER,A,1972,17671.164,
ESP,POP,WOMEN,MLN_PER,A,1973,17849.759,
ESP,POP,WOMEN,MLN_PER,A,1974,18035.509,
ESP,POP,WOMEN,MLN_PER,A,1975,18238.439,
ESP,POP,WOMEN,MLN_PER,A,1976,18451.782,
ESP,POP,WOMEN,MLN_PER,A,1977,18661.404,
ESP,POP,WOMEN,MLN_PER,A,1978,18856.799,
ESP,POP,WOMEN,MLN_PER,A,1979,19013.299,
ESP,POP,WOMEN,MLN_PER,A,1980,19121.377,
ESP,POP,WOMEN,MLN_PER,A,1981,19231.584,
ESP,POP,WOMEN,MLN_PER,A,1982,19342.628,
ESP,POP,WOMEN,MLN_PER,A,1983,19429.953,
ESP,POP,WOMEN,MLN_PER,A,1984,19514.666,
ESP,POP,WOMEN,MLN_PER,A,1985,19590.15,
ESP,POP,WOMEN,MLN_PER,A,1986,19646.759,
ESP,POP,WOMEN,MLN_PER,A,1987,19707.616,
ESP,POP,WOMEN,MLN_PER,A,1988,19755.616,
ESP,POP,WOMEN,MLN_PER,A,1989,19791.905,
ESP,POP,WOMEN,MLN_PER,A,1990,19822.352,
ESP,POP,WOMEN,MLN_PER,A,1991,19870.317,
ESP,POP,WOMEN,MLN_PER,A,1992,19973.488,
ESP,POP,WOMEN,MLN_PER,A,1993,20078.612,
ESP,POP,WOMEN,MLN_PER,A,1994,20174.637,
ESP,POP,WOMEN,MLN_PER,A,1995,20261.984,
ESP,POP,WOMEN,MLN_PER,A,1996,20346.538,
ESP,POP,WOMEN,MLN_PER,A,1997,20431.129,
ESP,POP,WOMEN,MLN_PER,A,1998,20514.272,
ESP,POP,WOMEN,MLN_PER,A,1999,20592.527,
ESP,POP,WOMEN,MLN_PER,A,2000,20685.751,
ESP,POP,WOMEN,MLN_PER,A,2001,20793.005,
ESP,POP,WOMEN,MLN_PER,A,2002,21096.666,
ESP,POP,WOMEN,MLN_PER,A,2003,21458.232,
ESP,POP,WOMEN,MLN_PER,A,2004,21766.121,
ESP,POP,WOMEN,MLN_PER,A,2005,22120.648,
ESP,POP,WOMEN,MLN_PER,A,2006,22459.813,
ESP,POP,WOMEN,MLN_PER,A,2007,22873.931,
ESP,POP,WOMEN,MLN_PER,A,2008,23226.305,
ESP,POP,WOMEN,MLN_PER,A,2009,23433.048,
ESP,POP,WOMEN,MLN_PER,A,2010,23553.902,
ESP,POP,WOMEN,MLN_PER,A,2011,23662.983,
ESP,POP,WOMEN,MLN_PER,A,2012,23710.682,
ESP,POP,WOMEN,MLN_PER,A,2013,23659.486,
